src_ip,packet_count,unique_ports,proto_avg,attack_list,port_scan_ratio,common_port_ratio,rule_pred,ml_pred,risk_score,final_pred
168.0.166.82,2,1,1.0,"['NA', 'NA']",0.3333333333333333,0.0,0,0,0.008765309612443857,0
168.0.166.83,2,1,1.0,"['NA', 'NA']",0.3333333333333333,0.0,0,0,0.008765309612443857,0
168.0.166.84,4,1,1.0,"['NA', 'NA', 'NA', 'NA']",0.2,0.0,0,0,0.013072833193416266,0
168.0.166.85,5,1,1.0,"['NA', 'NA', 'NA', 'NA', 'NA']",0.16666666666666666,0.0,0,0,0.015276682467402153,0
168.0.166.86,4,1,1.0,"['NA', 'NA', 'NA', 'NA']",0.2,0.0,0,0,0.013072833193416266,0
168.0.166.87,1,1,1.0,['NA'],0.5,0.0,0,0,0.006761810272456689,0
168.0.166.88,1,1,1.0,['NA'],0.5,0.0,0,0,0.006761810272456689,0
168.0.166.89,1,1,1.0,['NA'],0.5,0.0,0,0,0.006761810272456689,0
168.0.166.9,2,1,1.0,"['NA', 'NA']",0.3333333333333333,0.0,0,0,0.008765309612443857,0
168.0.166.90,2,1,1.0,"['NA', 'NA']",0.3333333333333333,0.0,0,0,0.008765309612443857,0
168.0.166.91,3,1,1.0,"['NA', 'NA', 'NA']",0.25,0.0,0,0,0.010894027661180222,0
168.0.166.92,2,1,1.0,"['NA', 'NA']",0.3333333333333333,0.0,0,0,0.008765309612443857,0
168.0.166.93,3,1,1.0,"['NA', 'NA', 'NA']",0.25,0.0,0,0,0.010894027661180222,0
168.0.166.94,1,1,1.0,['NA'],0.5,0.0,0,0,0.006761810272456689,0
168.0.166.95,1,1,1.0,['NA'],0.5,0.0,0,0,0.006761810272456689,0
168.0.166.96,1,1,1.0,['NA'],0.5,0.0,0,0,0.006761810272456689,0
168.0.166.97,1,1,1.0,['NA'],0.5,0.0,0,0,0.006761810272456689,0
168.0.166.98,3,1,1.0,"['NA', 'NA', 'NA']",0.25,0.0,0,0,0.010894027661180222,0
168.0.166.99,2,1,1.0,"['NA', 'NA']",0.3333333333333333,0.0,0,0,0.008765309612443857,0
168.0.167.0,1,1,1.0,['NA'],0.5,0.0,0,0,0.006761810272456689,0
168.0.167.1,3,1,1.0,"['NA', 'NA', 'NA']",0.25,0.0,0,0,0.010894027661180222,0
168.0.167.100,4,1,1.0,"['NA', 'NA', 'NA', 'NA']",0.2,0.0,0,0,0.013072833193416266,0
168.0.167.101,2,1,1.0,"['NA', 'NA']",0.3333333333333333,0.0,0,0,0.008765309612443857,0
168.0.167.102,1,1,1.0,['NA'],0.5,0.0,0,0,0.006761810272456689,0
168.0.167.103,3,1,1.0,"['NA', 'NA', 'NA']",0.25,0.0,0,0,0.010894027661180222,0
168.0.167.104,3,1,1.0,"['NA', 'NA', 'NA']",0.25,0.0,0,0,0.010894027661180222,0
168.0.167.105,2,1,1.0,"['NA', 'NA']",0.3333333333333333,0.0,0,0,0.008765309612443857,0
168.0.167.106,1,1,1.0,['NA'],0.5,0.0,0,0,0.006761810272456689,0
168.0.167.107,4,1,1.0,"['NA', 'NA', 'NA', 'NA']",0.2,0.0,0,0,0.013072833193416266,0
168.0.167.109,1,1,1.0,['NA'],0.5,0.0,0,0,0.006761810272456689,0
168.0.167.11,2,1,1.0,"['NA', 'NA']",0.3333333333333333,0.0,0,0,0.008765309612443857,0
168.0.167.111,2,1,1.0,"['NA', 'NA']",0.3333333333333333,0.0,0,0,0.008765309612443857,0
168.0.167.112,1,1,1.0,['NA'],0.5,0.0,0,0,0.006761810272456689,0
168.0.167.113,1,1,1.0,['NA'],0.5,0.0,0,0,0.006761810272456689,0
168.0.167.114,1,1,1.0,['NA'],0.5,0.0,0,0,0.006761810272456689,0
168.0.167.116,2,1,1.0,"['NA', 'NA']",0.3333333333333333,0.0,0,0,0.008765309612443857,0
168.0.167.117,2,1,1.0,"['NA', 'NA']",0.3333333333333333,0.0,0,0,0.008765309612443857,0
168.0.167.118,1,1,1.0,['NA'],0.5,0.0,0,0,0.006761810272456689,0
168.0.167.119,3,1,1.0,"['NA', 'NA', 'NA']",0.25,0.0,0,0,0.010894027661180222,0
168.0.167.12,2,1,1.0,"['NA', 'NA']",0.3333333333333333,0.0,0,0,0.008765309612443857,0
168.0.167.120,2,1,1.0,"['NA', 'NA']",0.3333333333333333,0.0,0,0,0.008765309612443857,0
168.0.167.121,3,1,1.0,"['NA', 'NA', 'NA']",0.25,0.0,0,0,0.010894027661180222,0
168.0.167.122,1,1,1.0,['NA'],0.5,0.0,0,0,0.006761810272456689,0
168.0.167.123,2,1,1.0,"['NA', 'NA']",0.3333333333333333,0.0,0,0,0.008765309612443857,0
168.0.167.124,3,1,1.0,"['NA', 'NA', 'NA']",0.25,0.0,0,0,0.010894027661180222,0
168.0.167.125,3,1,1.0,"['NA', 'NA', 'NA']",0.25,0.0,0,0,0.010894027661180222,0
168.0.167.126,2,1,1.0,"['NA', 'NA']",0.3333333333333333,0.0,0,0,0.008765309612443857,0
168.0.167.127,3,1,1.0,"['NA', 'NA', 'NA']",0.25,0.0,0,0,0.010894027661180222,0
168.0.167.128,2,1,1.0,"['NA', 'NA']",0.3333333333333333,0.0,0,0,0.008765309612443857,0
168.0.167.13,5,1,1.0,"['NA', 'NA', 'NA', 'NA', 'NA']",0.16666666666666666,0.0,0,0,0.015276682467402153,0
168.0.167.130,4,1,1.0,"['NA', 'NA', 'NA', 'NA']",0.2,0.0,0,0,0.013072833193416266,0
168.0.167.131,1,1,1.0,['NA'],0.5,0.0,0,0,0.006761810272456689,0
168.0.167.132,2,1,1.0,"['NA', 'NA']",0.3333333333333333,0.0,0,0,0.008765309612443857,0
168.0.167.133,2,1,1.0,"['NA', 'NA']",0.3333333333333333,0.0,0,0,0.008765309612443857,0
168.0.167.134,2,1,1.0,"['NA', 'NA']",0.3333333333333333,0.0,0,0,0.008765309612443857,0
168.0.167.135,3,1,1.0,"['NA', 'NA', 'NA']",0.25,0.0,0,0,0.010894027661180222,0
168.0.167.136,3,1,1.0,"['NA', 'NA', 'NA']",0.25,0.0,0,0,0.010894027661180222,0
168.0.167.137,1,1,1.0,['NA'],0.5,0.0,0,0,0.006761810272456689,0
168.0.167.138,1,1,1.0,['NA'],0.5,0.0,0,0,0.006761810272456689,0
168.0.167.139,2,1,1.0,"['NA', 'NA']",0.3333333333333333,0.0,0,0,0.008765309612443857,0
168.0.167.14,1,1,1.0,['NA'],0.5,0.0,0,0,0.006761810272456689,0
168.0.167.140,1,1,1.0,['NA'],0.5,0.0,0,0,0.006761810272456689,0
168.0.167.141,1,1,1.0,['NA'],0.5,0.0,0,0,0.006761810272456689,0
168.0.167.142,2,1,1.0,"['NA', 'NA']",0.3333333333333333,0.0,0,0,0.008765309612443857,0
168.0.167.143,3,1,1.0,"['NA', 'NA', 'NA']",0.25,0.0,0,0,0.010894027661180222,0
168.0.167.144,4,1,1.0,"['NA', 'NA', 'NA', 'NA']",0.2,0.0,0,0,0.013072833193416266,0
168.0.167.145,2,1,1.0,"['NA', 'NA']",0.3333333333333333,0.0,0,0,0.008765309612443857,0
168.0.167.146,3,1,1.0,"['NA', 'NA', 'NA']",0.25,0.0,0,0,0.010894027661180222,0
168.0.167.147,2,1,1.0,"['NA', 'NA']",0.3333333333333333,0.0,0,0,0.008765309612443857,0
168.0.167.148,1,1,1.0,['NA'],0.5,0.0,0,0,0.006761810272456689,0
168.0.167.149,2,1,1.0,"['NA', 'NA']",0.3333333333333333,0.0,0,0,0.008765309612443857,0
168.0.167.15,1,1,1.0,['NA'],0.5,0.0,0,0,0.006761810272456689,0
168.0.167.150,3,1,1.0,"['NA', 'NA', 'NA']",0.25,0.0,0,0,0.010894027661180222,0
168.0.167.151,2,1,1.0,"['NA', 'NA']",0.3333333333333333,0.0,0,0,0.008765309612443857,0
168.0.167.152,2,1,1.0,"['NA', 'NA']",0.3333333333333333,0.0,0,0,0.008765309612443857,0
168.0.167.153,1,1,1.0,['NA'],0.5,0.0,0,0,0.006761810272456689,0
168.0.167.155,2,1,1.0,"['NA', 'NA']",0.3333333333333333,0.0,0,0,0.008765309612443857,0
168.0.167.156,3,1,1.0,"['NA', 'NA', 'NA']",0.25,0.0,0,0,0.010894027661180222,0
168.0.167.157,1,1,1.0,['NA'],0.5,0.0,0,0,0.006761810272456689,0
168.0.167.158,4,1,1.0,"['NA', 'NA', 'NA', 'NA']",0.2,0.0,0,0,0.013072833193416266,0
168.0.167.159,1,1,1.0,['NA'],0.5,0.0,0,0,0.006761810272456689,0
168.0.167.16,1,1,1.0,['NA'],0.5,0.0,0,0,0.006761810272456689,0
168.0.167.160,4,1,1.0,"['NA', 'NA', 'NA', 'NA']",0.2,0.0,0,0,0.013072833193416266,0
168.0.167.161,3,1,1.0,"['NA', 'NA', 'NA']",0.25,0.0,0,0,0.010894027661180222,0
168.0.167.163,3,1,1.0,"['NA', 'NA', 'NA']",0.25,0.0,0,0,0.010894027661180222,0
168.0.167.164,1,1,1.0,['NA'],0.5,0.0,0,0,0.006761810272456689,0
168.0.167.165,2,1,1.0,"['NA', 'NA']",0.3333333333333333,0.0,0,0,0.008765309612443857,0
168.0.167.166,1,1,1.0,['NA'],0.5,0.0,0,0,0.006761810272456689,0
168.0.167.168,1,1,1.0,['NA'],0.5,0.0,0,0,0.006761810272456689,0
168.0.167.169,1,1,1.0,['NA'],0.5,0.0,0,0,0.006761810272456689,0
168.0.167.171,1,1,1.0,['NA'],0.5,0.0,0,0,0.006761810272456689,0
168.0.167.172,1,1,1.0,['NA'],0.5,0.0,0,0,0.006761810272456689,0
168.0.167.174,2,1,1.0,"['NA', 'NA']",0.3333333333333333,0.0,0,0,0.008765309612443857,0
168.0.167.175,2,1,1.0,"['NA', 'NA']",0.3333333333333333,0.0,0,0,0.008765309612443857,0
168.0.167.176,2,1,1.0,"['NA', 'NA']",0.3333333333333333,0.0,0,0,0.008765309612443857,0
168.0.167.179,3,1,1.0,"['NA', 'NA', 'NA']",0.25,0.0,0,0,0.010894027661180222,0
168.0.167.18,3,1,1.0,"['NA', 'NA', 'NA']",0.25,0.0,0,0,0.010894027661180222,0
168.0.167.180,1,1,1.0,['NA'],0.5,0.0,0,0,0.006761810272456689,0
168.0.167.182,2,1,1.0,"['NA', 'NA']",0.3333333333333333,0.0,0,0,0.008765309612443857,0
168.0.167.184,1,1,1.0,['NA'],0.5,0.0,0,0,0.006761810272456689,0
168.0.167.186,2,1,1.0,"['NA', 'NA']",0.3333333333333333,0.0,0,0,0.008765309612443857,0
168.0.167.187,2,1,1.0,"['NA', 'NA']",0.3333333333333333,0.0,0,0,0.008765309612443857,0
168.0.167.188,2,1,1.0,"['NA', 'NA']",0.3333333333333333,0.0,0,0,0.008765309612443857,0
168.0.167.189,1,1,1.0,['NA'],0.5,0.0,0,0,0.006761810272456689,0
168.0.167.19,1,1,1.0,['NA'],0.5,0.0,0,0,0.006761810272456689,0
168.0.167.190,1,1,1.0,['NA'],0.5,0.0,0,0,0.006761810272456689,0
168.0.167.191,5,1,1.0,"['NA', 'NA', 'NA', 'NA', 'NA']",0.16666666666666666,0.0,0,0,0.015276682467402153,0
168.0.167.192,3,1,1.0,"['NA', 'NA', 'NA']",0.25,0.0,0,0,0.010894027661180222,0
168.0.167.196,1,1,1.0,['NA'],0.5,0.0,0,0,0.006761810272456689,0
168.0.167.197,3,1,1.0,"['NA', 'NA', 'NA']",0.25,0.0,0,0,0.010894027661180222,0
168.0.167.198,1,1,1.0,['NA'],0.5,0.0,0,0,0.006761810272456689,0
168.0.167.199,4,1,1.0,"['NA', 'NA', 'NA', 'NA']",0.2,0.0,0,0,0.013072833193416266,0
168.0.167.2,2,1,1.0,"['NA', 'NA']",0.3333333333333333,0.0,0,0,0.008765309612443857,0
168.0.167.20,1,1,1.0,['NA'],0.5,0.0,0,0,0.006761810272456689,0
168.0.167.200,2,1,1.0,"['NA', 'NA']",0.3333333333333333,0.0,0,0,0.008765309612443857,0
168.0.167.201,1,1,1.0,['NA'],0.5,0.0,0,0,0.006761810272456689,0
168.0.167.203,1,1,1.0,['NA'],0.5,0.0,0,0,0.006761810272456689,0
168.0.167.204,4,1,1.0,"['NA', 'NA', 'NA', 'NA']",0.2,0.0,0,0,0.013072833193416266,0
168.0.167.205,3,1,1.0,"['NA', 'NA', 'NA']",0.25,0.0,0,0,0.010894027661180222,0
168.0.167.206,1,1,1.0,['NA'],0.5,0.0,0,0,0.006761810272456689,0
168.0.167.207,2,1,1.0,"['NA', 'NA']",0.3333333333333333,0.0,0,0,0.008765309612443857,0
168.0.167.208,3,1,1.0,"['NA', 'NA', 'NA']",0.25,0.0,0,0,0.010894027661180222,0
168.0.167.209,1,1,1.0,['NA'],0.5,0.0,0,0,0.006761810272456689,0
168.0.167.210,1,1,1.0,['NA'],0.5,0.0,0,0,0.006761810272456689,0
168.0.167.213,1,1,1.0,['NA'],0.5,0.0,0,0,0.006761810272456689,0
168.0.167.214,2,1,1.0,"['NA', 'NA']",0.3333333333333333,0.0,0,0,0.008765309612443857,0
168.0.167.215,1,1,1.0,['NA'],0.5,0.0,0,0,0.006761810272456689,0
168.0.167.216,3,1,1.0,"['NA', 'NA', 'NA']",0.25,0.0,0,0,0.010894027661180222,0
168.0.167.217,2,1,1.0,"['NA', 'NA']",0.3333333333333333,0.0,0,0,0.008765309612443857,0
168.0.167.218,1,1,1.0,['NA'],0.5,0.0,0,0,0.006761810272456689,0
168.0.167.219,2,1,1.0,"['NA', 'NA']",0.3333333333333333,0.0,0,0,0.008765309612443857,0
168.0.167.22,2,1,1.0,"['NA', 'NA']",0.3333333333333333,0.0,0,0,0.008765309612443857,0
168.0.167.220,1,1,1.0,['NA'],0.5,0.0,0,0,0.006761810272456689,0
168.0.167.221,1,1,1.0,['NA'],0.5,0.0,0,0,0.006761810272456689,0
168.0.167.223,6,1,1.0,"['NA', 'NA', 'NA', 'NA', 'NA', 'NA']",0.14285714285714285,0.0,0,0,0.01749484245095937,0
168.0.167.224,2,1,1.0,"['NA', 'NA']",0.3333333333333333,0.0,0,0,0.008765309612443857,0
168.0.167.225,2,1,1.0,"['NA', 'NA']",0.3333333333333333,0.0,0,0,0.008765309612443857,0
168.0.167.227,4,1,1.0,"['NA', 'NA', 'NA', 'NA']",0.2,0.0,0,0,0.013072833193416266,0
168.0.167.228,2,1,1.0,"['NA', 'NA']",0.3333333333333333,0.0,0,0,0.008765309612443857,0
168.0.167.229,1,1,1.0,['NA'],0.5,0.0,0,0,0.006761810272456689,0
168.0.167.23,2,1,1.0,"['NA', 'NA']",0.3333333333333333,0.0,0,0,0.008765309612443857,0
168.0.167.230,5,1,1.0,"['NA', 'NA', 'NA', 'NA', 'NA']",0.16666666666666666,0.0,0,0,0.015276682467402153,0
168.0.167.231,5,1,1.0,"['NA', 'NA', 'NA', 'NA', 'NA']",0.16666666666666666,0.0,0,0,0.015276682467402153,0
168.0.167.232,1,1,1.0,['NA'],0.5,0.0,0,0,0.006761810272456689,0
168.0.167.233,3,1,1.0,"['NA', 'NA', 'NA']",0.25,0.0,0,0,0.010894027661180222,0
168.0.167.234,8,1,1.0,"['NA', 'NA', 'NA', 'NA', 'NA', 'NA', 'NA', 'NA']",0.1111111111111111,0.0,0,1,0.021955013600692706,1
168.0.167.235,1,1,1.0,['NA'],0.5,0.0,0,0,0.006761810272456689,0
168.0.167.236,1,1,1.0,['NA'],0.5,0.0,0,0,0.006761810272456689,0
168.0.167.237,1,1,1.0,['NA'],0.5,0.0,0,0,0.006761810272456689,0
168.0.167.238,2,1,1.0,"['NA', 'NA']",0.3333333333333333,0.0,0,0,0.008765309612443857,0
168.0.167.239,3,1,1.0,"['NA', 'NA', 'NA']",0.25,0.0,0,0,0.010894027661180222,0
168.0.167.24,3,1,1.0,"['NA', 'NA', 'NA']",0.25,0.0,0,0,0.010894027661180222,0
168.0.167.240,1,1,1.0,['NA'],0.5,0.0,0,0,0.006761810272456689,0
168.0.167.241,3,1,1.0,"['NA', 'NA', 'NA']",0.25,0.0,0,0,0.010894027661180222,0
168.0.167.244,3,1,1.0,"['NA', 'NA', 'NA']",0.25,0.0,0,0,0.010894027661180222,0
168.0.167.245,1,1,1.0,['NA'],0.5,0.0,0,0,0.006761810272456689,0
168.0.167.247,3,1,1.0,"['NA', 'NA', 'NA']",0.25,0.0,0,0,0.010894027661180222,0
168.0.167.248,3,1,1.0,"['NA', 'NA', 'NA']",0.25,0.0,0,0,0.010894027661180222,0
168.0.167.249,3,1,1.0,"['NA', 'NA', 'NA']",0.25,0.0,0,0,0.010894027661180222,0
168.0.167.25,4,1,1.0,"['NA', 'NA', 'NA', 'NA']",0.2,0.0,0,0,0.013072833193416266,0
168.0.167.250,3,1,1.0,"['NA', 'NA', 'NA']",0.25,0.0,0,0,0.010894027661180222,0
168.0.167.251,2,1,1.0,"['NA', 'NA']",0.3333333333333333,0.0,0,0,0.008765309612443857,0
168.0.167.252,1,1,1.0,['NA'],0.5,0.0,0,0,0.006761810272456689,0
168.0.167.253,1,1,1.0,['NA'],0.5,0.0,0,0,0.006761810272456689,0
168.0.167.254,2,1,1.0,"['NA', 'NA']",0.3333333333333333,0.0,0,0,0.008765309612443857,0
168.0.167.26,1,1,1.0,['NA'],0.5,0.0,0,0,0.006761810272456689,0
168.0.167.27,2,1,1.0,"['NA', 'NA']",0.3333333333333333,0.0,0,0,0.008765309612443857,0
168.0.167.28,1,1,1.0,['NA'],0.5,0.0,0,0,0.006761810272456689,0
168.0.167.29,2,1,1.0,"['NA', 'NA']",0.3333333333333333,0.0,0,0,0.008765309612443857,0
168.0.167.3,1,1,1.0,['NA'],0.5,0.0,0,0,0.006761810272456689,0
168.0.167.30,1,1,1.0,['NA'],0.5,0.0,0,0,0.006761810272456689,0
168.0.167.31,1,1,1.0,['NA'],0.5,0.0,0,0,0.006761810272456689,0
168.0.167.33,1,1,1.0,['NA'],0.5,0.0,0,0,0.006761810272456689,0
168.0.167.34,1,1,1.0,['NA'],0.5,0.0,0,0,0.006761810272456689,0
168.0.167.35,2,1,1.0,"['NA', 'NA']",0.3333333333333333,0.0,0,0,0.008765309612443857,0
168.0.167.36,2,1,1.0,"['NA', 'NA']",0.3333333333333333,0.0,0,0,0.008765309612443857,0
168.0.167.37,1,1,1.0,['NA'],0.5,0.0,0,0,0.006761810272456689,0
168.0.167.38,2,1,1.0,"['NA', 'NA']",0.3333333333333333,0.0,0,0,0.008765309612443857,0
168.0.167.4,1,1,1.0,['NA'],0.5,0.0,0,0,0.006761810272456689,0
168.0.167.40,2,1,1.0,"['NA', 'NA']",0.3333333333333333,0.0,0,0,0.008765309612443857,0
168.0.167.41,2,1,1.0,"['NA', 'NA']",0.3333333333333333,0.0,0,0,0.008765309612443857,0
168.0.167.43,1,1,1.0,['NA'],0.5,0.0,0,0,0.006761810272456689,0
168.0.167.44,4,1,1.0,"['NA', 'NA', 'NA', 'NA']",0.2,0.0,0,0,0.013072833193416266,0
168.0.167.45,1,1,1.0,['NA'],0.5,0.0,0,0,0.006761810272456689,0
168.0.167.46,2,1,1.0,"['NA', 'NA']",0.3333333333333333,0.0,0,0,0.008765309612443857,0
168.0.167.47,5,1,1.0,"['NA', 'NA', 'NA', 'NA', 'NA']",0.16666666666666666,0.0,0,0,0.015276682467402153,0
168.0.167.48,3,1,1.0,"['NA', 'NA', 'NA']",0.25,0.0,0,0,0.010894027661180222,0
168.0.167.50,1,1,1.0,['NA'],0.5,0.0,0,0,0.006761810272456689,0
168.0.167.51,1,1,1.0,['NA'],0.5,0.0,0,0,0.006761810272456689,0
168.0.167.53,4,1,1.0,"['NA', 'NA', 'NA', 'NA']",0.2,0.0,0,0,0.013072833193416266,0
168.0.167.54,1,1,1.0,['NA'],0.5,0.0,0,0,0.006761810272456689,0
168.0.167.56,3,1,1.0,"['NA', 'NA', 'NA']",0.25,0.0,0,0,0.010894027661180222,0
168.0.167.57,3,1,1.0,"['NA', 'NA', 'NA']",0.25,0.0,0,0,0.010894027661180222,0
168.0.167.58,2,1,1.0,"['NA', 'NA']",0.3333333333333333,0.0,0,0,0.008765309612443857,0
168.0.167.59,1,1,1.0,['NA'],0.5,0.0,0,0,0.006761810272456689,0
168.0.167.6,1,1,1.0,['NA'],0.5,0.0,0,0,0.006761810272456689,0
168.0.167.60,1,1,1.0,['NA'],0.5,0.0,0,0,0.006761810272456689,0
168.0.167.61,3,1,1.0,"['NA', 'NA', 'NA']",0.25,0.0,0,0,0.010894027661180222,0
168.0.167.62,4,1,1.0,"['NA', 'NA', 'NA', 'NA']",0.2,0.0,0,0,0.013072833193416266,0
168.0.167.64,1,1,1.0,['NA'],0.5,0.0,0,0,0.006761810272456689,0
168.0.167.65,1,1,1.0,['NA'],0.5,0.0,0,0,0.006761810272456689,0
168.0.167.67,3,1,1.0,"['NA', 'NA', 'NA']",0.25,0.0,0,0,0.010894027661180222,0
168.0.167.68,2,1,1.0,"['NA', 'NA']",0.3333333333333333,0.0,0,0,0.008765309612443857,0
168.0.167.69,2,1,1.0,"['NA', 'NA']",0.3333333333333333,0.0,0,0,0.008765309612443857,0
168.0.167.7,3,1,1.0,"['NA', 'NA', 'NA']",0.25,0.0,0,0,0.010894027661180222,0
168.0.167.70,4,1,1.0,"['NA', 'NA', 'NA', 'NA']",0.2,0.0,0,0,0.013072833193416266,0
168.0.167.71,2,1,1.0,"['NA', 'NA']",0.3333333333333333,0.0,0,0,0.008765309612443857,0
168.0.167.72,1,1,1.0,['NA'],0.5,0.0,0,0,0.006761810272456689,0
168.0.167.73,2,1,1.0,"['NA', 'NA']",0.3333333333333333,0.0,0,0,0.008765309612443857,0
168.0.167.74,1,1,1.0,['NA'],0.5,0.0,0,0,0.006761810272456689,0
168.0.167.75,1,1,1.0,['NA'],0.5,0.0,0,0,0.006761810272456689,0
168.0.167.77,2,1,1.0,"['NA', 'NA']",0.3333333333333333,0.0,0,0,0.008765309612443857,0
168.0.167.78,4,1,1.0,"['NA', 'NA', 'NA', 'NA']",0.2,0.0,0,0,0.013072833193416266,0
168.0.167.79,1,1,1.0,['NA'],0.5,0.0,0,0,0.006761810272456689,0
168.0.167.8,2,1,1.0,"['NA', 'NA']",0.3333333333333333,0.0,0,0,0.008765309612443857,0
168.0.167.80,1,1,1.0,['NA'],0.5,0.0,0,0,0.006761810272456689,0
168.0.167.81,1,1,1.0,['NA'],0.5,0.0,0,0,0.006761810272456689,0
168.0.167.82,4,1,1.0,"['NA', 'NA', 'NA', 'NA']",0.2,0.0,0,0,0.013072833193416266,0
168.0.167.83,2,1,1.0,"['NA', 'NA']",0.3333333333333333,0.0,0,0,0.008765309612443857,0
168.0.167.85,1,1,1.0,['NA'],0.5,0.0,0,0,0.006761810272456689,0
168.0.167.86,2,1,1.0,"['NA', 'NA']",0.3333333333333333,0.0,0,0,0.008765309612443857,0
168.0.167.87,1,1,1.0,['NA'],0.5,0.0,0,0,0.006761810272456689,0
168.0.167.9,3,1,1.0,"['NA', 'NA', 'NA']",0.25,0.0,0,0,0.010894027661180222,0
168.0.167.91,2,1,1.0,"['NA', 'NA']",0.3333333333333333,0.0,0,0,0.008765309612443857,0
168.0.167.93,2,1,1.0,"['NA', 'NA']",0.3333333333333333,0.0,0,0,0.008765309612443857,0
168.0.167.94,2,1,1.0,"['NA', 'NA']",0.3333333333333333,0.0,0,0,0.008765309612443857,0
168.0.167.95,1,1,1.0,['NA'],0.5,0.0,0,0,0.006761810272456689,0
168.0.167.96,1,1,1.0,['NA'],0.5,0.0,0,0,0.006761810272456689,0
168.0.167.97,1,1,1.0,['NA'],0.5,0.0,0,0,0.006761810272456689,0
168.0.167.98,4,1,1.0,"['NA', 'NA', 'NA', 'NA']",0.2,0.0,0,0,0.013072833193416266,0
168.0.167.99,4,1,1.0,"['NA', 'NA', 'NA', 'NA']",0.2,0.0,0,0,0.013072833193416266,0
168.196.60.0,1,1,1.0,['NA'],0.5,0.0,0,0,0.006761810272456689,0
168.196.60.10,1,1,1.0,['NA'],0.5,0.0,0,0,0.006761810272456689,0
168.196.60.100,3,1,1.0,"['NA', 'NA', 'NA']",0.25,0.0,0,0,0.010894027661180222,0
168.196.60.101,1,1,1.0,['NA'],0.5,0.0,0,0,0.006761810272456689,0
168.196.60.102,1,1,1.0,['NA'],0.5,0.0,0,0,0.006761810272456689,0
168.196.60.105,3,1,1.0,"['NA', 'NA', 'NA']",0.25,0.0,0,0,0.010894027661180222,0
168.196.60.107,1,1,1.0,['NA'],0.5,0.0,0,0,0.006761810272456689,0
168.196.60.109,1,1,1.0,['NA'],0.5,0.0,0,0,0.006761810272456689,0
168.196.60.11,1,1,1.0,['NA'],0.5,0.0,0,0,0.006761810272456689,0
168.196.60.114,3,1,1.0,"['NA', 'NA', 'NA']",0.25,0.0,0,0,0.010894027661180222,0
168.196.60.119,1,1,1.0,['NA'],0.5,0.0,0,0,0.006761810272456689,0
168.196.60.121,1,1,1.0,['NA'],0.5,0.0,0,0,0.006761810272456689,0
168.196.60.124,1,1,1.0,['NA'],0.5,0.0,0,0,0.006761810272456689,0
168.196.60.125,1,1,1.0,['NA'],0.5,0.0,0,0,0.006761810272456689,0
168.196.60.126,1,1,1.0,['NA'],0.5,0.0,0,0,0.006761810272456689,0
168.196.60.127,2,1,1.0,"['NA', 'NA']",0.3333333333333333,0.0,0,0,0.008765309612443857,0
168.196.60.128,2,1,1.0,"['NA', 'NA']",0.3333333333333333,0.0,0,0,0.008765309612443857,0
168.196.60.129,1,1,1.0,['NA'],0.5,0.0,0,0,0.006761810272456689,0
168.196.60.13,1,1,1.0,['NA'],0.5,0.0,0,0,0.006761810272456689,0
168.196.60.131,1,1,1.0,['NA'],0.5,0.0,0,0,0.006761810272456689,0
168.196.60.132,1,1,1.0,['NA'],0.5,0.0,0,0,0.006761810272456689,0
168.196.60.138,1,1,1.0,['NA'],0.5,0.0,0,0,0.006761810272456689,0
168.196.60.139,1,1,1.0,['NA'],0.5,0.0,0,0,0.006761810272456689,0
168.196.60.14,1,1,1.0,['NA'],0.5,0.0,0,0,0.006761810272456689,0
168.196.60.140,2,1,1.0,"['NA', 'NA']",0.3333333333333333,0.0,0,0,0.008765309612443857,0
168.196.60.143,1,1,1.0,['NA'],0.5,0.0,0,0,0.006761810272456689,0
168.196.60.145,2,1,1.0,"['NA', 'NA']",0.3333333333333333,0.0,0,0,0.008765309612443857,0
168.196.60.146,1,1,1.0,['NA'],0.5,0.0,0,0,0.006761810272456689,0
168.196.60.147,2,1,1.0,"['NA', 'NA']",0.3333333333333333,0.0,0,0,0.008765309612443857,0
168.196.60.149,1,1,1.0,['NA'],0.5,0.0,0,0,0.006761810272456689,0
168.196.60.150,1,1,1.0,['NA'],0.5,0.0,0,0,0.006761810272456689,0
168.196.60.156,1,1,1.0,['NA'],0.5,0.0,0,0,0.006761810272456689,0
168.196.60.157,1,1,1.0,['NA'],0.5,0.0,0,0,0.006761810272456689,0
168.196.60.16,1,1,1.0,['NA'],0.5,0.0,0,0,0.006761810272456689,0
168.196.60.160,1,1,1.0,['NA'],0.5,0.0,0,0,0.006761810272456689,0
168.196.60.161,2,1,1.0,"['NA', 'NA']",0.3333333333333333,0.0,0,0,0.008765309612443857,0
168.196.60.166,2,1,1.0,"['NA', 'NA']",0.3333333333333333,0.0,0,0,0.008765309612443857,0
168.196.60.167,1,1,1.0,['NA'],0.5,0.0,0,0,0.006761810272456689,0
168.196.60.168,1,1,1.0,['NA'],0.5,0.0,0,0,0.006761810272456689,0
168.196.60.17,1,1,1.0,['NA'],0.5,0.0,0,0,0.006761810272456689,0
168.196.60.170,1,1,1.0,['NA'],0.5,0.0,0,0,0.006761810272456689,0
168.196.60.172,1,1,1.0,['NA'],0.5,0.0,0,0,0.006761810272456689,0
